MHxPC130142543,1,0,0,0,Bangladesh,Secondary,1993,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130108425,1,0,0,0,United States,Less than Secondary,1995,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130563915,1,1,0,0,Unknown/Other,Bachelor's,1987,m,0,10/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130070557,1,0,0,0,Unknown/Other,Bachelor's,1986,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130549858,1,1,0,0,India,Secondary,2012,m,0,7/24/2012,,,1,,1,0,,1,HarvardX/CS50x/2012
MHxPC130097576,1,0,0,0,Other South Asia,Secondary,1982,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130056173,1,1,0,0,Unknown/Other,Secondary,1986,m,0,6/6/2013,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130028657,1,1,0,0,India,Secondary,1984,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130470188,1,0,0,0,Other East Asia,Bachelor's,1983,m,0,7/24/2012,,,2,,,0,,1,HarvardX/CS50x/2012
MHxPC130492457,1,0,0,0,Unknown/Other,Bachelor's,1990,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130351935,1,1,0,0,United States,Bachelor's,1991,m,0,7/24/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130375515,1,1,0,0,Other Middle East/Central Asia,Secondary,1987,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130120897,1,1,0,0,Unknown/Other,Master's,1969,f,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130451002,1,1,0,0,Spain,Bachelor's,1969,m,0,7/24/2012,6/6/2013,13,7,,2,0,,,HarvardX/CS50x/2012
MHxPC130118970,1,0,0,0,Unknown/Other,Doctorate,1981,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130004814,1,1,0,0,United States,Secondary,1991,m,0,7/29/2013,7/29/2013,5,2,,1,0,,,HarvardX/CS50x/2012
MHxPC130584516,1,1,0,0,United States,Bachelor's,1986,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130348317,1,1,0,0,India,Master's,1983,m,0,8/24/2013,,,,,5,0,,1,HarvardX/CS50x/2012
MHxPC130154482,1,0,0,0,Unknown/Other,Master's,1985,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130022117,1,1,0,0,Other Europe,Secondary,1989,f,0,7/27/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130229339,1,1,0,0,Unknown/Other,Bachelor's,1990,m,0,9/6/2012,,,,,4,0,,1,HarvardX/CS50x/2012
MHxPC130485317,1,0,0,0,Unknown/Other,Bachelor's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130205528,1,1,0,0,Unknown/Other,,1985,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130204381,1,0,0,0,India,Bachelor's,1990,m,0,7/24/2012,2/13/2013,1,1,,,0,,,HarvardX/CS50x/2012
MHxPC130550251,1,0,0,0,Bangladesh,Secondary,1993,m,0,8/6/2012,,,1,,,0,,1,HarvardX/CS50x/2012
MHxPC130537207,1,1,0,0,Unknown/Other,Bachelor's,1979,f,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130581135,1,0,0,0,Unknown/Other,Master's,1972,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130530992,1,0,0,0,Canada,Secondary,1986,f,0,8/12/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130471742,1,1,0,0,Brazil,Secondary,1990,m,0,7/24/2012,5/19/2013,5,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130263156,1,1,0,0,Other Europe,Master's,1977,m,0,7/24/2012,,,2,,4,0,,1,HarvardX/CS50x/2012
MHxPC130181088,1,1,0,0,Other Europe,Bachelor's,1973,m,0,7/24/2012,3/12/2013,5,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130543718,1,1,0,0,Other South Asia,Bachelor's,1976,f, ,7/24/2012,3/28/2013,1,1,,2,0,,,HarvardX/CS50x/2012
MHxPC130487886,1,0,0,0,Russian Federation,Master's,1983,m,0,7/24/2012,,,3,,,0,,1,HarvardX/CS50x/2012
MHxPC130250884,1,0,0,0,United States,Bachelor's,1965,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130037995,1,0,0,0,Unknown/Other,Master's,1982,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130166676,1,1,0,0,India,Bachelor's,1991,f,0,7/24/2012,,,2,,1,0,,1,HarvardX/CS50x/2012
MHxPC130288419,1,1,0,0,Unknown/Other,Bachelor's,1977,m,0,7/24/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130493867,1,1,0,0,Unknown/Other,Secondary,1991,m,0,10/15/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130470705,1,1,0,0,Other Europe,Master's,1981,m,0,7/24/2012,7/24/2013,2,1,,2,0,,,HarvardX/CS50x/2012
MHxPC130468272,1,1,0,0,Other Europe,Bachelor's,1971,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130124224,1,1,0,0,France,Secondary,1991,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130308099,1,1,1,0,India,Secondary,1992,m,0,7/24/2012,5/3/2013,24,7,,6,0,,,HarvardX/CS50x/2012
MHxPC130114387,1,0,0,0,United States,Secondary,1973,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130275864,1,1,0,0,Germany,Bachelor's,1982,m,0,7/24/2012,7/10/2013,9,1,,3,0,,,HarvardX/CS50x/2012
MHxPC130515165,1,1,0,0,Unknown/Other,Bachelor's,1976,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130276711,1,0,0,0,Unknown/Other,Master's,1988,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130166195,1,0,0,0,Unknown/Other,Secondary,1994,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130348841,1,1,0,0,Unknown/Other,Bachelor's,1989,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130571222,1,0,0,0,Unknown/Other,Bachelor's,1983,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130500770,1,1,0,0,United States,Master's,1964,m,0,7/24/2012,,,1,,1,0,,1,HarvardX/CS50x/2012
MHxPC130006445,1,0,0,0,Other Africa,Bachelor's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130192238,1,1,0,0,Unknown/Other,Secondary,1993,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130299608,1,0,0,0,Other Europe,Bachelor's,1989,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130148549,1,0,0,0,United Kingdom,Bachelor's,1985,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130043862,1,1,0,0,India,Bachelor's,1990,m,0,7/24/2012,,,1,,5,0,,1,HarvardX/CS50x/2012
MHxPC130186330,1,1,0,0,Other South Asia,Bachelor's,1984,m,0,10/7/2012,5/3/2013,61,7,,4,0,,,HarvardX/CS50x/2012
MHxPC130367892,1,1,0,0,Unknown/Other,Bachelor's,1983,f,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130081683,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1986,m,0,7/24/2012,2/14/2013,1,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130123777,1,0,0,0,Unknown/Other,Bachelor's,1988,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130413032,1,0,0,0,Unknown/Other,,,,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130405506,1,1,0,0,Unknown/Other,Secondary,1993,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130558806,1,1,0,0,India,Bachelor's,1991,m,0,12/12/2012,,,3,,4,0,,1,HarvardX/CS50x/2012
MHxPC130167994,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1983,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130029550,1,0,0,0,Other Europe,Master's,1988,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130027927,1,0,0,0,India,Bachelor's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130399374,1,0,0,0,Unknown/Other,,,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130378453,1,0,0,0,Unknown/Other,Bachelor's,1979,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130570016,1,1,0,0,France,Master's,1985,m,0,7/24/2012,,,6,,1,0,,1,HarvardX/CS50x/2012
MHxPC130228683,1,0,0,0,Unknown/Other,Secondary,1994,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130132763,1,0,0,0,Other East Asia,Bachelor's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130349261,1,0,0,0,India,Master's,1983,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130011640,1,0,0,0,United States,Bachelor's,1988,f,0,7/24/2012,,,4,,,0,,1,HarvardX/CS50x/2012
MHxPC130378021,1,1,0,0,Other East Asia,Bachelor's,1990,m,0,1/31/2013,2/15/2013,6,1,,3,0,,,HarvardX/CS50x/2012
MHxPC130031489,1,0,0,0,India,Bachelor's,1980,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130099111,1,1,1,0,Other South America,Bachelor's,1987,f, ,7/24/2012,,,,,6,0,,1,HarvardX/CS50x/2012
MHxPC130098940,1,1,0,0,Other Africa,Secondary,1982,f,0,7/24/2012,4/11/2013,2,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130301925,1,0,0,0,Other Middle East/Central Asia,Master's,1988,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130012046,1,0,0,0,India,Master's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130521763,1,1,0,0,Poland,Bachelor's,1987,m,0,7/24/2012,5/1/2013,5,1,,2,0,,,HarvardX/CS50x/2012
MHxPC130367181,1,0,0,0,Unknown/Other,Bachelor's,1987,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130077679,1,1,0,0,Unknown/Other,Less than Secondary,1987,m,0,7/24/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130494943,1,1,0,0,United States,Master's,1973,m,0,7/24/2012,4/6/2013,5,3,,2,0,,,HarvardX/CS50x/2012
MHxPC130076788,1,0,0,0,Other South Asia,Secondary,1994,m,0,8/21/2012,,,7,,,0,,1,HarvardX/CS50x/2012
MHxPC130364897,1,1,0,0,Unknown/Other,Less than Secondary,1995,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130456291,1,1,0,0,Other Europe,Secondary,1983,m,0,8/17/2012,6/30/2013,16,1,,2,0,,,HarvardX/CS50x/2012
MHxPC130519037,1,0,0,0,Australia,Master's,1985,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130222993,1,1,0,0,Other Europe,Secondary,1992,m,0,7/24/2012,6/6/2013,8,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130407582,1,0,0,0,United Kingdom,Bachelor's,1990,m,0,7/24/2012,,,2,,,0,,1,HarvardX/CS50x/2012
MHxPC130457439,1,0,0,0,Unknown/Other,Bachelor's,1981,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130165576,1,0,0,0,United States,Secondary,1990,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130475386,1,1,0,0,Greece,Bachelor's,1992,m, ,7/24/2012,2/13/2013,8,2,,2,0,,,HarvardX/CS50x/2012
MHxPC130520376,1,0,0,0,India,Bachelor's,1987,m,0,8/5/2012,,,1,,,0,,1,HarvardX/CS50x/2012
MHxPC130256392,1,1,0,0,India,Master's,1973,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130518796,1,1,0,0,Nigeria,Bachelor's,1977,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130016900,1,1,0,0,France,Master's,1985,f,0,7/24/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130228122,1,0,0,0,Unknown/Other,,1993,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130431340,1,1,0,0,Other Europe,Master's,1978,f,0,7/24/2012,3/14/2013,18,2,,3,0,,,HarvardX/CS50x/2012
MHxPC130563787,1,0,0,0,India,Master's,1987,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130024294,1,1,0,0,United States,,1964,f,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130202405,1,0,0,0,Unknown/Other,Bachelor's,1975,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130283437,1,0,0,0,Other South Asia,Bachelor's,1984,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130458431,1,1,0,0,Other East Asia,Secondary,1993,m,0,10/14/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130334323,1,0,0,0,Unknown/Other,Bachelor's,1990,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130301434,1,0,0,0,Other Europe,Bachelor's,1979,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130127888,1,0,0,0,Unknown/Other,Master's,1977,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130593063,1,0,0,0,Portugal,Bachelor's,1983,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130175000,1,0,0,0,Other Europe,Secondary,1984,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130517478,1,1,0,0,United Kingdom,Bachelor's,1989,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130012669,1,1,0,0,Unknown/Other,Master's,1982,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130111549,1,0,0,0,Unknown/Other,Bachelor's,1988,m,0,1/14/2013,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130497155,1,0,0,0,Unknown/Other,Secondary,1991,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130018664,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1989,f,0,7/24/2012,6/5/2013,10,1,,3,0,,,HarvardX/CS50x/2012
MHxPC130211491,1,1,0,0,Unknown/Other,Secondary,1994,m,0,10/21/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130588385,1,1,0,0,Unknown/Other,,,,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130574586,1,0,0,0,India,Bachelor's,1993,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130412702,1,0,0,0,Other Europe,Master's,1972,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130240285,1,1,0,0,India,Secondary,1992,m,0,7/24/2012,7/25/2013,1,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130252839,1,1,0,0,Other Africa,Secondary,1993,m,0,7/20/2013,,,2,,3,0,,1,HarvardX/CS50x/2012
MHxPC130351196,1,1,0,0,Other Europe,Master's,1988,f,0,7/27/2012,,,6,,1,0,,1,HarvardX/CS50x/2012
MHxPC130152729,1,0,0,0,Pakistan,Bachelor's,1992,m,0,8/6/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130357939,1,1,0,0,United States,Master's,1985,m,0,7/24/2012,4/15/2013,2,1,,1,0,,,HarvardX/CS50x/2012
MHxPC130260899,1,0,0,0,Unknown/Other,Secondary,1987,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130555981,1,1,0,0,Unknown/Other,Secondary,1982,f,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130445056,1,0,0,0,Unknown/Other,Bachelor's,1990,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130056870,1,1,0,0,Germany,Master's,1980,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130574671,1,1,1,1,Egypt,Secondary,1995,m,1,10/16/2012,6/20/2013,219,59,,12,0,,,HarvardX/CS50x/2012
MHxPC130150018,1,1,0,0,Other Europe,Bachelor's,1988,m,0,7/24/2012,3/14/2013,17,1,,3,0,,,HarvardX/CS50x/2012
MHxPC130124561,1,1,0,0,Unknown/Other,Master's,1986,m,0,10/29/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130155225,1,1,0,0,France,Master's,1989,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130277978,1,0,0,0,Unknown/Other,Bachelor's,1987,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130155976,1,0,0,0,United States,Bachelor's,1980,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130470284,1,1,0,0,Other Europe,Bachelor's,1989,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130171217,1,1,0,0,Other Europe,Secondary,1983,m,0,7/24/2012,,,4,,4,0,,1,HarvardX/CS50x/2012
MHxPC130106350,1,1,0,0,Other Europe,Less than Secondary,1993,m,0,6/17/2013,7/2/2013,32,2,,2,0,,,HarvardX/CS50x/2012
MHxPC130052471,1,0,0,0,Unknown/Other,Bachelor's,1989,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130490161,1,1,0,0,Portugal,Master's,1978,m,0,7/24/2012,,,,,3,0,,1,HarvardX/CS50x/2012
MHxPC130281179,1,1,0,0,India,Secondary,1990,m,0,7/24/2012,3/18/2013,7,1,,2,0,,,HarvardX/CS50x/2012
MHxPC130446050,1,0,0,0,United States,Master's,1972,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130176644,1,1,1,0,Ukraine,Bachelor's,1990,m,0,7/24/2012,7/11/2013,140,16,,12,0,,,HarvardX/CS50x/2012
MHxPC130279041,1,0,0,0,Unknown/Other,Master's,1984,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130231749,1,1,0,0,Germany,,1980,m,0,7/24/2012,2/24/2013,7,2,,4,0,,,HarvardX/CS50x/2012
MHxPC130485605,1,1,0,0,Mexico,Secondary,1990,m,0,9/15/2012,,,3,,1,0,,1,HarvardX/CS50x/2012
MHxPC130045334,1,1,0,0,United States,Secondary,1983,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130311176,1,0,0,0,United States,Master's,,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130145909,1,1,0,0,Unknown/Other,Secondary,1992,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130357205,1,0,0,0,Unknown/Other,Secondary,1995,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130435003,1,0,0,0,Unknown/Other,Bachelor's,1988,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130555231,1,1,0,0,United Kingdom,Bachelor's,1987,m,0,7/24/2012,,,,,2,0,,1,HarvardX/CS50x/2012
MHxPC130053367,1,1,0,0,Unknown/Other,Bachelor's,1990,m,0,7/24/2012,,,,,1,0,,1,HarvardX/CS50x/2012
MHxPC130107197,1,0,0,0,Unknown/Other,Bachelor's,1987,f,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130126585,1,1,0,0,Bangladesh,Secondary,1992,m,0,7/24/2012,4/8/2013,22,2,,3,0,,,HarvardX/CS50x/2012
MHxPC130171914,1,0,0,0,Unknown/Other,Bachelor's,1991,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
MHxPC130433272,1,0,0,0,Unknown/Other,Master's,1985,m,0,7/24/2012,,,,,,0,,,HarvardX/CS50x/2012
